_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
2,648,advised,tower controller,NEUTRAL,"Between 0859:21 and 0859:36, the tower controller advised the flight crew about “moderate to heavy precipitation” between the flight’s position at the time and the airport, stated that the wind was 260° at 9 knots, and cleared the airplane to land on runway 8.",flight crew about moderate to heavy precipitation,weather information provided,approach
2,648,stated,tower controller,NEUTRAL,"Between 0859:21 and 0859:36, the tower controller advised the flight crew about “moderate to heavy precipitation” between the flight’s position at the time and the airport, stated that the wind was 260° at 9 knots, and cleared the airplane to land on runway 8.",wind was 260° at 9 knots,wind information provided,approach
3,648,used maximum reverse thrust,captain,NEUTRAL,"The captain stated that, after touchdown, he used maximum reverse thrust and that he heard and felt the brakes “chattering.”",airplane,reverse thrust applied after touchdown,landing roll
3,648,verified speedbrake handle extension,captain,NEUTRAL,He verified that the speedbrake handle was extended and started “blending in manual brakes after that” because the airplane was not slowing with reverse thrust and maximum autobrakes.,speedbrake handle,speedbrake was confirmed extended,landing roll
3,648,blended in manual brakes,captain,NEUTRAL,He verified that the speedbrake handle was extended and started “blending in manual brakes after that” because the airplane was not slowing with reverse thrust and maximum autobrakes.,braking system,manual braking initiated,landing roll
3,648,became concerned about stopping distance,captain,NEGATIVE,"The captain became concerned about the airplane stopping as it passed runway 15/33 (which intersected with runway 8 about 3,765 ft from the runway 8 threshold).",airplane deceleration,concern due to insufficient deceleration,landing roll
3,648,attempted turn onto taxiway D1,captain,NEGATIVE,"The captain thought that he might be able to make a turn onto taxiway D1 (which intersected runway 8 about 5,340 ft from the runway threshold), but, as he tried to turn using left rudder and the tiller, the airplane did not respond.",taxiway D1,airplane did not respond to control inputs,landing roll
3,648,straightened nosewheel,captain,NEUTRAL,The captain reported that the nosewheel was skidding and that he straightened it so that the airplane would enter the EMAS without the nosewheel turned sideways.,nosewheel,nosewheel aligned for EMAS entry,landing roll
3,648,recorded deceleration rate between 0.3 and 0.4 G,FDR,NEUTRAL,"FDR data showed that, during the first 17 seconds after touchdown (between 0902:35 and 0902:52), the airplane reached and maintained a deceleration rate between about 0.3 and 0.4 G, and the airplane’s groundspeed decreased from 151 to 50 knots.",airplane deceleration,consistent initial deceleration,landing roll
4,648,issued,SWA,NEUTRAL,"On May 6, 2019, SWA issued a flight safety alert for BUR regarding the runway 8 touchdown point. The safety alert stated the following: RWY 08 is one of the shortest runways (5,802’) in our system. For valid PWB stopping margins, ensure that touchdown occurs within the first 1,500’ of the runway. If touchdown occurs beyond the 1,500’ mark, the ability to stop on the remaining runway may be compromised and a go-around is the better option.",flight safety alert for BUR regarding the runway 8 touchdown point,provided guidance on required touchdown point and visual illusions due to surface contrast,post-incident
4,648,stated,SWA,NEUTRAL,"The color contrast between the concrete and asphalt (approx. first 500’ of RWY 8) may cause a visual illusion, which could affect your touchdown aim point.",visual illusion risk due to color contrast between concrete and asphalt on runway 8,highlighted potential misjudgment of touchdown aim point,post-incident
4,648,recommended,SWA,NEUTRAL,"In addition to the painted runway markings, another visual reference to ensure a timely touchdown is to use TWY [taxiway] D8/TWY C8, which is approximately 1,400’ past the threshold of RWY 8.",use of TWY D8/TWY C8 as visual reference for touchdown,"aid pilots in achieving timely touchdown near 1,400’ past threshold",post-incident
4,648,issued,SWA,NEUTRAL,"On November 27, 2019, SWA issued a flight operations bulletin that discussed that a go-around would be required if an airplane touched down beyond 1,500 ft with an insufficient PWB system-computed stopping margin.",flight operations bulletin on go-around criteria,defined conditions requiring execution of a go-around,post-incident
4,648,defined,SWA,NEUTRAL,"The bulletin defined “touchdown zone” as “the area of the runway 500 ft to 3,000 ft beyond the landing threshold not to exceed the first one-third of the runway”; according to the bulletin, this definition aligned with regulatory and manufacturer guidance.",touchdown zone,"established it as 500 ft to 3,000 ft beyond landing threshold, not exceeding first one-third of runway",post-incident
5,648,approached,airplane,NEGATIVE,the airplane’s 137-knot airspeed over the runway threshold was 6 knots above the target airspeed for the incident landing (and the target airspeed calculation provided by the PWB system for the flight).,runway threshold,airspeed was 6 knots above target,approach
5,648,touched down,airplane,NEUTRAL,"The airplane touched down about 10 seconds later at an indicated airspeed of 126 knots (Vref). The touchdown point was 2,504 ft past the runway threshold, as determined from FDR latitude, longitude, and weight-on-wheels data.",runway,"touchdown point was 2,504 ft past threshold",landing
5,648,recorded,FDR,NEUTRAL,"The touchdown point was 2,504 ft past the runway threshold, as determined from FDR latitude, longitude, and weight-on-wheels data.",weight-on-wheels data,confirmed touchdown location,landing
5,648,recorded,CVR,NEUTRAL,The result was also consistent with the sound similar to landing gear touchdown that the CVR recorded at 0902:35.,sound similar to landing gear touchdown,consistent with FDR data,landing
5,648,existed,wind,NEGATIVE,"According to the true airspeed and the groundspeed computed from FDR data, a tailwind of 13 to 18 knots—not the 5-knot tailwind assumed in the PWB system calculation—was over the runway during the ground roll.",runway,tailwind of 13 to 18 knots during ground roll,landing
5,648,crossed,airplane,NEUTRAL,"When the airplane crossed the runway 8 threshold, the true airspeed was 140 knots, and the groundspeed was 156 knots, corresponding to a 16-knot tailwind.",runway 8 threshold,"true airspeed 140 knots, groundspeed 156 knots",approach
5,648,touched down,airplane,NEUTRAL,"When the airplane touched down, the true airspeed was 133.5 knots, and the groundspeed was 151 knots, corresponding to a 17.5-knot tailwind.",runway,"true airspeed 133.5 knots, groundspeed 151 knots",landing
6,648,provides,PWB system,NEUTRAL,"The system integrates five technology platforms, including PWB data centers, which provide real-time calculations that flight crews use to obtain, via ACARS, time-of-arrival landing performance information.",real-time calculations,flight crews obtain time-of-arrival landing performance information via ACARS,in-flight
6,648,produces,PWB system,NEUTRAL,The PWB system also produces landing data reports for flight crews to use during a flight to prepare for landing.,landing data reports,flight crews use reports during flight to prepare for landing,in-flight
6,648,calculates,PWB system,NEUTRAL,The stopping margin is the difference between the calculated landing distance (including the 15% safety factor) and the runway length available.,stopping margin,difference between calculated landing distance (with 15% safety factor) and available runway length,in-flight
6,648,uses,PWB system,NEUTRAL,"Although the PWB system will automatically use the wind information from the current meteorological aerodrome report when flight crews request landing data from the system, crews have the option to manually enter the wind information.",wind information from current meteorological aerodrome report,automatically included in landing data unless manually overridden,in-flight
6,648,manually enters,flight crew,NEUTRAL,crews have the option to manually enter the wind information.,wind information,overrides automatic wind input in PWB system,in-flight
6,648,requests,captain,NEUTRAL,The captain stated that he requests an updated data report from the PWB system if the runway condition changes from dry to wet or the intended landing runway changes.,updated PWB data report,response to change in runway condition or intended landing runway,in-flight
6,648,request,flight crewmembers,NEUTRAL,"flight crewmembers can request multiple landing data reports from the PWB system but noted that, in the case of a wind change, crewmembers might receive the same information if the weather information that the PWB system uses has not been updated.",multiple landing data reports,may receive same information if weather data not updated,in-flight
6,648,states,captain,NEGATIVE,the captain stated that he had not previously received a stopping margin from the PWB system that was as low as the one (245 ft) for the incident flight.,stopping margin of 245 ft was unusually low,had not previously received such a low stopping margin from PWB system,postincident
7,648,instructed,AOM,NEUTRAL,"The AOM instructed the pilot flying to “touch down between 1,000 and 1,500 ft from the landing threshold on centerline” and stated the following:","pilot flying to touch down between 1,000 and 1,500 ft from the landing threshold on centerline",established normal landing procedure,Landing
7,648,stated,AOM,NEUTRAL,"PWB stopping margin information is based on the assumption that aircraft touchdown occurs not later than 1,500 ft from the usable end of the runway. If the aircraft lands beyond the 1,500-ft mark, the PWB System-computed stopping margin will be invalid, and in some cases, the runway length will be insufficient to stop the aircraft.","PWB stopping margin assumption based on touchdown not later than 1,500 ft from runway end","PWB stopping margin becomes invalid if touchdown is beyond 1,500 ft",Landing
7,648,warned,AOM,NEGATIVE,"If touchdown occurs beyond 1,500 ft, the ability to stop on the remaining runway may be compromised.","ability to stop may be compromised if touchdown occurs beyond 1,500 ft",increased risk of runway overrun,Landing
7,648,stated,AOM,NEGATIVE,"Also, if the current conditions are significantly different than the anticipated conditions at the time of PWB programming…the PWB System-computed stopping margin may be invalid…[and] higher than planned braking may be needed to account for the reduced or insufficient stopping margin.",PWB stopping margin may be invalid if current conditions differ significantly from anticipated conditions,higher than planned braking may be needed,Landing
7,648,advised,AOM,POSITIVE,"The situation becomes more critical on shorter runways; therefore, a go-around is the better option.","go-around as better option on shorter runways if touchdown beyond 1,500 ft",improved safety margin,Landing
7,648,stated,AOM,NEUTRAL,A go-around is possible until the thrust reverser levers are raised.,go-around possible until thrust reverser levers are raised,defined latest point for go-around execution,Landing
7,648,required,AOM,NEUTRAL,The AOM stated that autobrake use was required if the landing data report from the PWB system specified that they be used (which was the case for the incident flight).,autobrake use if landing data report specifies it,autobrakes were required for incident flight,Landing
1,649,notify,Air Accident Investigation Authority (AAIA) of Hong Kong,NEUTRAL,"The Air Accident Investigation Authority (AAIA) of Hong Kong has notified the NTSB of an accident involving a Boeing 777-300ER, which occurred on December 11, 2018.",NTSB,NTSB appointed U.S. Accredited Representative,investigation
1,649,appoint,NTSB,NEUTRAL,The NTSB has appointed a U.S Accredited Representative to assist under the provisions of ICAO Annex 13 as the State of Manufacturer and Design of the airplane.,U.S. Accredited Representative,assistance provided under ICAO Annex 13,investigation
1,649,be released,All investigative information,NEUTRAL,All investigative information will be released by the AAIA of Hong Kong.,by the AAIA of Hong Kong,information dissemination controlled,investigation
1,65,collided with,Boeing 757-351,NEGATIVE,"a Boeing 757-351, N585NW, operated by Northwest Airlines collided with a Boeing 737-832, N397DA, operated by Delta Air Lines, Inc. during pushback operations at the Seattle-Tacoma International Airport (SEA), Seattle, Washington.",Boeing 737-832,both airplanes substantially damaged,pushback
1,65,cleared,ramp control,NEUTRAL,"after receiving clearance from ramp control to pushback with the tail of the airplane to the north, the ground crew conducted a normal pushback into the alleyway.",Boeing 737-832,authorized pushback with tail to the north,pushback
1,65,set,captain of Boeing 737-832,NEUTRAL,The captain stated he set the parking brake as the first officer was completing 'the start flow' for the number 2 engine when they felt the airplane 'shudder.',parking brake,airplane stopped during engine start,pushback
1,65,contacted,captain of Boeing 737-832,NEUTRAL,The captain contacted the ground crew and was notified that their aircraft was struck by a Northwest Airlines' Boeing 757-351.,ground crew,learned aircraft was struck by Boeing 757-351,post-collision
1,65,conducted,ground crew of Boeing 737-832,NEUTRAL,"the ground crew reported that after receiving clearance from the captain, they began to pushback the airplane from gate Alpha 11 with the tail facing to the north.",pushback,airplane moved into alleyway,pushback
1,65,noticed,tug operator of Boeing 737-832,NEUTRAL,"The tug operator stated that during the pushback sequence with the Boeing 737-832 in the alleyway, she noticed a Northwest airplane slowly pushing back from the S gates.",Northwest airplane pushing back from S gates,observed slow movement,pushback
1,65,did not pay attention to,tug operator of Boeing 737-832,NEUTRAL,"She added that she didn't pay attention to the Northwest ground crew, since it appeared like they had stopped at their gate.",Northwest ground crew,assumed they had stopped at their gate,pushback
2,65,requested permission to push back,Boeing 757-351 flight crew,NEUTRAL,The Port of Seattle ramp controller reported in a written statement that the flight crew of the Boeing 757-351 initially requested permission to push back from Sierra 6.,Sierra 6,initiated pushback process,pushback
2,65,instructed,ramp controller,NEUTRAL,The controller instructed the crew of the Boeing 757-351 to pushback with the tail to the south.,Boeing 757-351 crew,cleared for pushback with tail to the south,pushback
2,65,requested pushback,Boeing 737-832 flight crew,NEUTRAL,"Immediately following, the flight crew of the Boeing 737-832 requested to the ramp controller to pushback from gate Alpha 11.",Alpha 11,initiated pushback request,pushback
2,65,cleared,ramp controller,NEUTRAL,The controller subsequently cleared the Boeing 737-832 to pushback from Alpha 11 with the tail to the north.,Boeing 737-832,authorized pushback with tail to the north,pushback
2,65,stated,ramp controller,NEUTRAL,"During a telephone interview, the controller stated that she had originally thought that the Boeing 737-832 was requesting to be pushed back from gate Alpha 14.",Boeing 737-832 pushback location,indicated initial misunderstanding of gate assignment,pushback
2,65,recorded,airport security surveillance camera,NEUTRAL,"Review of recorded footage from an airport security surveillance camera that was facing gates Sierra 6 and Alpha 11, revealed that the Boeing 737-832 initially pushed back from gate Alpha 11 into the alley with the tail facing to the north as the Boeing 757-351 pushed back from gate Sierra 6 with the tail facing to the south.",aircraft movements at gates Sierra 6 and Alpha 11,provided visual evidence of pushback maneuvers,pushback
1,650,notified,Aircraft Accident Investigation Bureau (AAIB) of India,NEUTRAL,"The Aircraft Accident Investigation Bureau (AAIB) of India has notified the NTSB of an incident involving a Boeing 747, which occurred on December 21, 2018.",NTSB,NTSB was informed of the incident,investigation
1,650,appointed,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the AAIB investigation under the provisions of ICAO Annex 13 as the State of Manufacturer and Design of the airplane.,U.S. Accredited Representative,U.S. Accredited Representative assigned to assist investigation,investigation
1,650,release,India AAIB,NEUTRAL,All investigative information will be released by the India AAIB.,all investigative information,Investigative information will be disseminated by India AAIB,investigation
1,651,sustained substantial damage,American Airlines flight 567,NEGATIVE,"American Airlines flight 567, a Boeing 757, N938UW, sustained substantial damage as the result of a tail strike upon landing on runway 36L at the Charlotte Douglas International Airport (KCLT), Charlotte, North Carolina.",airplane,substantial damage due to tail strike,landing
1,651,experienced,passengers and crew,NEUTRAL,There were no injuries to the passengers or crew onboard.,no injuries,no injuries reported,post-landing
1,651,discussed,flight crew,NEUTRAL,"According to the operator, the flight crew discussed the forecast weather for KCLT, and due to some inoperative equipment, no lower than category 1 visibility was required.",forecast weather for KCLT,awareness of weather conditions,approach
1,651,received,flight crew,NEUTRAL,"Shortly prior to arrival, the flight crew received the latest weather update indicating conditions were 1/8 statute mile visibility in fog, with overcast clouds at 200 feet.",latest weather update,awareness of current conditions,approach
1,651,advised,ATC,NEUTRAL,"ATC advised the crew that the RVR (runway visual range) was reported at 2800, 2600, 2900 feet; which was sufficient for landing.",flight crew,RVR information conveyed,approach
1,651,discussed,flight crew,NEUTRAL,The flight crew discussed the approach and planned for a flaps 30 landing with a reference speed (Vref) of 125 knots and target speed of 130 knots.,approach,approach plan established,approach
1,651,planned,flight crew,NEUTRAL,"They planned to disconnect automation at 100 feet above the touchdown zone, in accordance with standard operating procedure.",disconnect automation at 100 feet,manual control initiation,approach
1,651,was pilot flying,first officer,NEUTRAL,"The first officer (FO) was the pilot flying, and reported the airplane was configured and stabilized at 1000 feet above touchdown, slightly fast and correcting.",airplane,control responsibility assigned,approach
1,652,notified,Aviation Accident Investigation Bureau (BPEA),NEUTRAL,"The Aviation Accident Investigation Bureau (BPEA) of the Democratic Republic of Congo has notified the NTSB of an incident involving a Boeing 737, which occurred on January 21, 2019.",NTSB,NTSB was informed of the incident,notification
1,652,appointed,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the BPEA investigation under the provisions of ICAO Annex 13 as the State of Manufacturer and Design of the airplane.,U.S. Accredited Representative,Representation established for investigation assistance,investigation setup
1,652,will release,BPEA,NEUTRAL,All investigative information will be released by the BPEA.,investigative information,Information dissemination controlled by BPEA,information management
1,653,collided into,"Sikorsky S-64E, N173AC",NEGATIVE,"a Sikorsky S-64E, N173AC, sustained substantial damage after colliding into a pond near Mount Eliza, Australia.",a pond,substantial damage,landing
1,653,were,pilot and two crewmembers,POSITIVE,The pilot and two crewmembers were not injured.,not injured,no injuries,post-accident
1,654,landed,"Kalitta Charters II, LLC flight 720",NEGATIVE,"On January 28, 2019, at 20:08 central standard time (CST), Kalitta Charters II, LLC flight 720, a Boeing 727-2B6, N720CK, landed with the nose gear retracted on runway 4 at the Tuscaloosa Regional Airport (TCL), Tuscaloosa, Alabama. The airplane was substantially damaged and there were no injuries to the three flight crew and one non-revenue company mechanic onboard.",runway 4 at the Tuscaloosa Regional Airport (TCL),"airplane substantially damaged, no injuries",landing
1,654,departed,flight 720,NEUTRAL,The flight departed LRD at 18:26 CST on an IFR flight plan. There were no irregularities or operational issues reported during the takeoff and enroute portion of the flight.,Laredo International Airport (LRD),"on schedule, no irregularities reported",departure
1,654,advised,Birmingham Approach air traffic controller,NEUTRAL,"At 19:58, the Birmingham Approach air traffic controller advised the crew that the wind at TCL was from 200 degrees at 4 knots. The crew acknowledged and advised that they would use runway 4.",crew about wind conditions at TCL,crew acknowledged,approach
1,654,instructed,Birmingham Approach air traffic controller,NEUTRAL,The controller instructed them to report the airport in sight.,crew to report airport in sight,instruction given,approach
1,654,reported,crew,NEUTRAL,"At 20:01, the crew reported the airport in sight, and the controller cleared them for the visual approach.",airport in sight,controller cleared visual approach,approach
1,654,called for,captain,NEUTRAL,"According to the flight crew, about 12 miles from the airport the captain called for flaps 15 and gear down. After the gear was selected down...",flaps 15 and gear down,gear selected down,approach
1,654,stated,first officer,NEUTRAL,"The CVR recorded the first officer stating, ""yeah it's down, but [unintelligble] the lights [unintelligble]""",gear status with partial unintelligibility,indicated gear may not be fully down,approach
2,654,held,first officer,NEUTRAL,"The first officer, age 46, held an ATP certificate with airplane multiengine land and a commercial certificate for airplane single engine land.",ATP certificate with airplane multiengine land,qualified for multiengine aircraft operations,pre-flight
2,654,held,first officer,NEUTRAL,He also held a Commercial certificate with ratings for rotorcraft- helicopter and instrument helicopter.,Commercial certificate for rotorcraft-helicopter,qualified for helicopter operations,pre-flight
2,654,held,first officer,NEUTRAL,He held a First Class Medical dated 10/30/2018 with no restrictions.,First Class Medical,medically certified with no restrictions,pre-flight
2,654,held,first officer,NEUTRAL,He held type ratings for the Boeing 727 and Cessna Citation (CE-500).,type ratings,qualified to operate Boeing 727 and CE-500,pre-flight
2,654,was hired by,first officer,NEUTRAL,"He was hired by Kalitta Charters II, LLC on 7/11/2018","Kalitta Charters II, LLC",employment began on 7/11/2018,pre-flight
2,654,completed,first officer,NEUTRAL,He completed his line operating experience on 11/13/2018.,line operating experience,training requirement fulfilled,pre-flight
2,654,underwent,first officer,NEUTRAL,His last simulator consolidation check was on 12-01-2018.,simulator consolidation check,last check completed on 12-01-2018,pre-flight
2,654,logged,first officer,NEUTRAL,"His total flight time for all aircraft is 1,850 hours with 105 hours in the Boeing 727.",total flight time,"1,850 hours total, 105 in Boeing 727",pre-flight
2,654,held,Flight Engineer,NEUTRAL,"The Flight Engineer, age 60, held a Flight Engineer certificate with a turbojet powered rating and an A&P certificate.",Flight Engineer certificate with turbojet powered rating,certified for turbojet aircraft,pre-flight
3,654,prevail,night visual conditions,NEUTRAL,Night visual conditions prevailed.,,visibility and lighting conditions during flight,en route
3,654,reported,wind,NEUTRAL,Wind was reported from 200 degrees at 4 knots.,direction and speed,200 degrees at 4 knots,en route
3,654,experience,communications system,NEUTRAL,There were no communications difficulties with the accident flight.,communications difficulties,no difficulties with accident flight,en route
3,654,have,Tuscaloosa Regional Airport,NEUTRAL,The airport has an FAA Air Traffic Control Tower which operates from 0700-2200 local time daily.,FAA Air Traffic Control Tower,operates from 0700-2200 local time daily,approach
3,654,possess,runway 4/22,NEUTRAL,"The runway, 4/22 had an asphalt surface 6,499 feet long and 150 feet wide.",asphalt surface,"6,499 feet long and 150 feet wide",landing
3,654,report,airport or facilities,NEUTRAL,There were no reported abnormalities with the airport or facilities.,abnormalities,no reported abnormalities,approach
3,654,record,cockpit voice recorder (CVR),NEUTRAL,"The cockpit voice recorder (CVR) was an L-3 FA2100-2010, designed to record a minimum of 2 hours of audio in solid state memory.",audio,minimum of 2 hours in solid state memory,flight
3,654,sustain,CVR,NEUTRAL,"The CVR was undamaged and the audio information was extracted from the recorder normally, without difficulty.",damage,undamaged,post-impact
3,654,capture,CVR,NEUTRAL,The event was captured near the beginning of the two hour recording on channels 1 and 2.,event,near beginning of two hour recording on channels 1 and 2,flight
3,654,contain,combined channel,NEGATIVE,"While the recording in general was good, the combined channel only contained radio reception and radio calls and no HOT microphone information.",radio reception and calls,no HOT microphone information,flight
1,655,notify,government of Germany,NEUTRAL,"The government of Germany has notified the NTSB of an accident involving a BOEING 737 airplane that occurred on February 10, 2019.",NTSB of an accident involving a BOEING 737,NTSB appointed a U.S. Accredited Representative,post-accident
1,655,appoint,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the government of Germany's investigation under the provisions of ICAO Annex 13.,a U.S. Accredited Representative,assistance provided to the investigation,post-accident
1,655,release,government of Germany,NEUTRAL,All investigative information will be released by the government of Germany.,all investigative information,information dissemination controlled by Germany,post-accident
1,656,notified,government of Albania,NEUTRAL,"The government of Albania has notified the NTSB of an accident involving a BOEING 737 airplane that occurred on February 13, 2019.",NTSB of an accident involving a BOEING 737 airplane,NTSB appointed a U.S. Accredited Representative,post-accident
1,656,appointed,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the government of Albania's investigation under the provisions of ICAO Annex 13.,a U.S. Accredited Representative,assistance in the investigation,post-accident
1,656,will release,government of Albania,NEUTRAL,All investigative information will be released by the government of Albania.,all investigative information,information dissemination controlled by Albania,post-accident
1,657,notified,KNKT,NEUTRAL,"The National Transportation Safety Committee of Indonesia (KNKT) has notified the NTSB of an incident involving a Boeing 737, which occurred on February 16, 2019.",NTSB,NTSB was informed of the incident,incident reporting
1,657,appointed,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the KNKT investigation under the provisions of ICAO Annex 13 as the State of Manufacturer and Design of the airplane.,U.S. Accredited Representative,representation in the investigation established,investigation initiation
1,657,release,KNKT,NEUTRAL,All investigative information will be released by the KNKT.,investigative information,information dissemination controlled by KNKT,investigation conduct
1,658,notified,South African Civil Aviation Authority (CAA),NEUTRAL,"The South African Civil Aviation Authority (CAA) has notified the NTSB of an incident involving a Boeing 737, which occurred on February 21, 2019.",NTSB of an incident involving a Boeing 737,NTSB appointed a U.S. Accredited Representative,incident reporting
1,658,appointed,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the CAA investigation under the provisions of ICAO Annex 13 as the State of Manufacturer and Design of the airplane.,a U.S. Accredited Representative,assistance provided to CAA investigation,investigation initiation
1,658,release,South African CAA,NEUTRAL,All investigative information will be released by the South African CAA.,all investigative information,information dissemination controlled by CAA,information management
1,659,experienced,UAL Flight 1768,NEGATIVE,"On February 21, 2019, about 0729 eastern standard time (EST), United Airlines (UAL) Flight 1768, a Boeing 737-924, N30401, powered by two CFM International CFM56-7B26 turbofan engines, experienced a No. 2 (right) engine failure during initial climb from Orlando International Airport (MCO), Orlando, Florida.",No. 2 engine failure,loss of engine power and uncommanded shutdown,initial climb
1,659,reported,flight crew,NEUTRAL,"At about 7,000 feet altitude, the flight crew reported an ""abrupt loud grinding noise and instantaneous boom,"" followed by a loss of No. 2 engine power and subsequent uncommanded engine shutdown.",abrupt loud grinding noise and instantaneous boom,indication of engine anomaly,initial climb
1,659,initiated,flight crew,NEUTRAL,"The crew initiated quick reference handbook procedures, closed the No. 2 engine fuel shutoff valve, declared an emergency, and returned to MCO, where they made an uneventful overweight single engine landing.",quick reference handbook procedures,response to engine failure,initial climb
1,659,closed,flight crew,NEUTRAL,"The crew initiated quick reference handbook procedures, closed the No. 2 engine fuel shutoff valve, declared an emergency, and returned to MCO, where they made an uneventful overweight single engine landing.",No. 2 engine fuel shutoff valve,engine fuel supply terminated,initial climb
1,659,declared,flight crew,NEUTRAL,"The crew initiated quick reference handbook procedures, closed the No. 2 engine fuel shutoff valve, declared an emergency, and returned to MCO, where they made an uneventful overweight single engine landing.",emergency,alerted air traffic control to abnormal condition,initial climb
1,659,returned,flight crew,NEUTRAL,"The crew initiated quick reference handbook procedures, closed the No. 2 engine fuel shutoff valve, declared an emergency, and returned to MCO, where they made an uneventful overweight single engine landing.",to MCO,diverted flight path,initial climb
1,659,made,flight crew,POSITIVE,"The crew initiated quick reference handbook procedures, closed the No. 2 engine fuel shutoff valve, declared an emergency, and returned to MCO, where they made an uneventful overweight single engine landing.",overweight single engine landing,safe touchdown at MCO,landing
2,659,located photographs,GE Aviation,NEUTRAL,"GE Aviation located photographs taken during the overhaul, but the HPC VSV actuation hardware condition could not be evaluated from the photos, because many of the VSV trunnions and lever arms were obstructed by external engine components.",photographs taken during the overhaul,HPC VSV actuation hardware condition could not be evaluated,maintenance
2,659,indicate replacement and overhaul,shop records,NEUTRAL,"According to the shop records, 22 of the 82 HPC S1 VSVs were replaced and the remaining VSVs were overhauled. Installation position of the replaced and overhauled S1 VSVs were not recorded.","22 of the 82 HPC S1 VSVs replaced, remaining overhauled",installation positions not recorded,maintenance
2,659,lacked washer and retaining nut,HPC stage 1 VSV #33 trunnion stem,NEGATIVE,A visual and binocular examination of the HPC stage 1 VSV (identified as VSV #33) trunnion stem confirmed that the missing washer and retaining nut identified during the engine teardown resulted in disengagement of the lever arm from the trunnion D-head allowing the vane to go off-schedule approximately 31 degrees relative to the other HPC stage 1 VSVs.,washer and retaining nut,lever arm disengaged from trunnion D-head,operation
2,659,go off-schedule,HPC stage 1 VSV #33,NEGATIVE,A visual and binocular examination of the HPC stage 1 VSV (identified as VSV #33) trunnion stem confirmed that the missing washer and retaining nut identified during the engine teardown resulted in disengagement of the lever arm from the trunnion D-head allowing the vane to go off-schedule approximately 31 degrees relative to the other HPC stage 1 VSVs.,vane position,approximately 31 degrees misalignment,operation
2,659,exhibit coating,HPC VSV #33 trunnion stem,NEUTRAL,The HPC VSV #33 trunnion stem had a uniform coating of dirt/debris along the full length of the stem consistent with engine operation over an extended period of time without the washer and retaining nut.,dirt/debris,consistent with extended operation without washer and nut,operation
2,659,identify witness marks,laboratory analysis,NEUTRAL,"The laboratory analysis also identified witness marks on HPC VSV #33 indicating that a washer and retaining nut were present at some point, but it could not be determined when the parts were removed or separated (Photo 2).",HPC VSV #33,washer and retaining nut were present at some point,investigation
1,66,was impacted by,Embraer EMB-145LR,NEGATIVE,"an Embraer EMB-145LR, N844MJ, registered to Wells Fargo Bank Northwest Trustee, and operated by Freedom Airlines, Inc., as a Delta Connection flight, was impacted by a tug while sitting at the gate loaded and ready for pushback.",tug,substantial damage to the airplane,ground operation
1,66,stated,pilot,NEUTRAL,"The pilot stated that the airplane was parked at Gate M, and they were in the process of calling for pushback from the gate when the airplane's right aileron and wing assembly were struck by a baggage cart attached to a ground tug.",airplane was parked at Gate M and in process of calling for pushback,airplane was stationary at gate,ground operation
1,66,were struck by,right aileron and wing assembly,NEGATIVE,the airplane's right aileron and wing assembly were struck by a baggage cart attached to a ground tug.,baggage cart attached to ground tug,damage to wing and aileron,ground operation
1,66,closed eyes,tug operator,NEGATIVE,The tug operator stated that due to heavy winds and pelting sleet his vision was impaired and that he had closed his eyes just prior to his tug nearing the wing.,eyes,impaired vision during operation,ground operation
1,66,experienced impaired vision,tug operator,NEGATIVE,The tug operator stated that due to heavy winds and pelting sleet his vision was impaired and that he had closed his eyes just prior to his tug nearing the wing.,vision,reduced situational awareness,ground operation
1,66,sustained,airplane,NEGATIVE,"The airplane sustained substantial damage to the right wing, which included cracking and tearing of the upper and lower wing skin panels and splice plates.",substantial damage to right wing,cracking and tearing of wing skin panels and splice plates,ground operation
1,66,had,right wing,NEGATIVE,A portion of the wingbox web upper and lower flange on the right wing was also bent and cracked at the aft end.,bent and cracked wingbox web upper and lower flange,structural damage at aft end,ground operation
1,66,was bent,aileron hinge bracket,NEGATIVE,"In addition, the aileron hinge bracket was bent, and the composite splice plate in the outerwing area of the right wing, from the leading edge to the wing tip, delaminated at its forward radius.",hinge bracket,mechanical deformation,ground operation
1,660,departed,Atlas Air Inc. flight 3591,NEUTRAL,"The flight departed from Miami International Airport, Miami, Florida, about 1033 (1133 eastern standard time)",Miami International Airport,flight began,departure
1,660,descended rapidly,Atlas Air Inc. flight 3591,NEGATIVE,"was destroyed after it rapidly descended from an altitude of about 6,000 ft mean sea level and crashed into a shallow, muddy marsh area of Trinity Bay, Texas","altitude from about 6,000 ft mean sea level",airplane destroyed,approach
1,660,crashed,Atlas Air Inc. flight 3591,NEGATIVE,"crashed into a shallow, muddy marsh area of Trinity Bay, Texas, about 41 miles east-southeast of George Bush Intercontinental/Houston Airport (IAH), Houston, Texas","Trinity Bay, Texas",airplane destroyed,approach
